id	lineage	assembly	file	kingdom	phylum	class	order	family	genus	species
MGYG000003292	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-288;g__UBA7642;s__UBA7642 sp900763245	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003292.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003292.xml.gz	d__Bacteria	p__Firmicutes	c__Bacilli	o__RFN20	f__CAG-288	g__UBA7642	s__UBA7642 sp900763245
MGYG000003302	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__UBA733;s__UBA733 sp900539595	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003302.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003302.xml.gz	d__Bacteria	p__Firmicutes	c__Bacilli	o__RFN20	f__CAG-826	g__UBA733	s__UBA733 sp900539595
MGYG000003306	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-448;s__CAG-448 sp003150135	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003306.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003306.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__CAG-272	g__CAG-448	s__CAG-448 sp003150135
MGYG000003307	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1227;s__UBA1227 sp900545655	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003307.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003307.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UBA1227	s__UBA1227 sp900545655
MGYG000003314	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinobaculum;s__Actinobaculum massiliense	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003314.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003314.xml.gz	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinobaculum	s__Actinobaculum massiliense
MGYG000003318	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__Duodenibacillus massiliensis	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003318.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003318.xml.gz	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Duodenibacillus	s__Duodenibacillus massiliensis
MGYG000003320	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium;s__Catenibacterium sp900764565	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003320.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003320.xml.gz	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelatoclostridiaceae	g__Catenibacterium	s__Catenibacterium sp900764565
MGYG000003326	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp900541955	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003326.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003326.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__Blautia sp900541955
MGYG000003327	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp900764755	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003327.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003327.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Lawsonibacter	s__Lawsonibacter sp900764755
MGYG000003329	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella sp900550455	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003329.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003329.xml.gz	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__Veillonella sp900550455
MGYG000003330	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus_Q	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003330.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003330.xml.gz	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_A	s__Campylobacter_A concisus_Q
MGYG000003334	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gallinarum	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003334.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003334.xml.gz	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus gallinarum
MGYG000003335	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066135;s__GCA-900066135 sp900543575	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003335.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003335.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__GCA-900066135	s__GCA-900066135 sp900543575
MGYG000003343	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella_A;s__Veillonella_A sp900765165	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003343.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003343.xml.gz	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella_A	s__Veillonella_A sp900765165
MGYG000003344	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp900538805	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003344.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003344.xml.gz	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Veillonellales	f__Dialisteraceae	g__Dialister	s__Dialister sp900538805
MGYG000003346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900554545	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003346.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003346.xml.gz	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp900554545
MGYG000003348	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp900765565	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003348.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003348.xml.gz	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Veillonellales	f__Dialisteraceae	g__Dialister	s__Dialister sp900765565
MGYG000003352	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella;s__Parasutterella sp900766055	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003352.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003352.xml.gz	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Parasutterella	s__Parasutterella sp900766055
MGYG000003355	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium;s__Lachnoclostridium phytofermentans_A	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003355.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003355.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoclostridium	s__Lachnoclostridium phytofermentans_A
MGYG000003357	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus alactolyticus	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003357.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003357.xml.gz	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus alactolyticus
MGYG000003358	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Kluyvera;s__Kluyvera ascorbata	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003358.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003358.xml.gz	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Kluyvera	s__Kluyvera ascorbata
MGYG000003360	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter_D;s__Enterobacter_D kobei_A	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003360.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003360.xml.gz	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Enterobacter_D	s__Enterobacter_D kobei_A
MGYG000003361	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900556495	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003361.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003361.xml.gz	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella sp900556495
MGYG000003362	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Dysgonomonas;s__Dysgonomonas sp900079735	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003362.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003362.xml.gz	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Dysgonomonadaceae	g__Dysgonomonas	s__Dysgonomonas sp900079735
MGYG000003363	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900766195	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003363.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003363.xml.gz	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides sp900766195
MGYG000003365.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pseudescherichia;s__Pseudescherichia sp002298805	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003365.1.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003365.1.xml.gz	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pseudescherichia	s__Pseudescherichia sp002298805
MGYG000003366	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Johnsonella;s__Johnsonella sp900766185	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003366.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003366.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Johnsonella	s__Johnsonella sp900766185
MGYG000003367	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp007896885	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003367.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003367.xml.gz	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides sp007896885
MGYG000003368	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Finegoldia;s__Finegoldia sp900766215	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003368.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003368.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Tissierellales	f__Peptoniphilaceae	g__Finegoldia	s__Finegoldia sp900766215
MGYG000003369	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus sp900258475	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003369.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003369.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Tissierellales	f__Peptoniphilaceae	g__Anaerococcus	s__Anaerococcus sp900258475
MGYG000003370	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis_AC	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003370.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003370.xml.gz	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mitis_AC
MGYG000003372	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter werkmanii	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003372.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003372.xml.gz	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Citrobacter	s__Citrobacter werkmanii
MGYG000003373	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__Lancefieldella sp000564995	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003373.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003373.xml.gz	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella	s__Lancefieldella sp000564995
MGYG000003374	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella bivia	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003374.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003374.xml.gz	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella bivia
MGYG000003375	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium striatum	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003375.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003375.xml.gz	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__Corynebacterium striatum
MGYG000003376	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia sanguinegens	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003376.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003376.xml.gz	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Sneathia	s__Sneathia sanguinegens
MGYG000003377	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Phytobacter;s__Phytobacter sp002377245	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003377.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003377.xml.gz	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Phytobacter	s__Phytobacter sp002377245
MGYG000003378	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Chimaeribacter;s__Chimaeribacter arupi	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003378.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003378.xml.gz	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Chimaeribacter	s__Chimaeribacter arupi
MGYG000003379	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea anthophila	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003379.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003379.xml.gz	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea anthophila
MGYG000003380	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium aurimucosum_E	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003380.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003380.xml.gz	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__Corynebacterium aurimucosum_E
MGYG000003381	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoanaerobaculum;s__Lachnoanaerobaculum sp000296385	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003381.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003381.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoanaerobaculum	s__Lachnoanaerobaculum sp000296385
MGYG000003383	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium scardovii	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003383.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003383.xml.gz	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium scardovii
MGYG000003385.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmoidaceae;g__Ureaplasma;s__Ureaplasma parvum	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003385.1.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003385.1.xml.gz	d__Bacteria	p__Firmicutes	c__Bacilli	o__Mycoplasmatales	f__Mycoplasmoidaceae	g__Ureaplasma	s__Ureaplasma parvum
MGYG000003386	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea brenneri	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003386.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003386.xml.gz	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea brenneri
MGYG000003387	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_R;s__Pseudomonas_R sp900766265	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003387.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003387.xml.gz	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_R	s__Pseudomonas_R sp900766265
MGYG000003388	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria subflava_C	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003388.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003388.xml.gz	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Neisseria	s__Neisseria subflava_C
MGYG000003390	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pseudescherichia;s__Pseudescherichia vulneris	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003390.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003390.xml.gz	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pseudescherichia	s__Pseudescherichia vulneris
MGYG000003391	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Gemellaceae;g__Gemella;s__Gemella sp900766305	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003391.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003391.xml.gz	d__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Gemellaceae	g__Gemella	s__Gemella sp900766305
MGYG000003393	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea ananatis	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003393.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003393.xml.gz	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea ananatis
MGYG000003394	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus influenzae	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003394.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003394.xml.gz	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Haemophilus	s__Haemophilus influenzae
MGYG000003395	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Superficieibacter;s__Superficieibacter sp900766525	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003395.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003395.xml.gz	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Superficieibacter	s__Superficieibacter sp900766525
MGYG000003396	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp900766315	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003396.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003396.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium sp900766315
MGYG000003397.1	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__F0422;s__F0422 sp900766245	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003397.1.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003397.1.xml.gz	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__F0422	s__F0422 sp900766245
MGYG000003399	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia ureilytica	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003399.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003399.xml.gz	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Serratia	s__Serratia ureilytica
MGYG000003401	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus capitis	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003401.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003401.xml.gz	d__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus capitis
MGYG000003405	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc citreum	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003405.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003405.xml.gz	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Leuconostoc	s__Leuconostoc citreum
MGYG000003409	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__CAG-110 sp900544945	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003409.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003409.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-110	s__CAG-110 sp900544945
MGYG000003411	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-288;g__CAG-568;s__CAG-568 sp000434395	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003411.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003411.xml.gz	d__Bacteria	p__Firmicutes	c__Bacilli	o__RFN20	f__CAG-288	g__CAG-568	s__CAG-568 sp000434395
MGYG000003417	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__Firm-11;s__Firm-11 sp004556545	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000003417.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003417.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia_A	o__Christensenellales	f__CAG-74	g__Firm-11	s__Firm-11 sp004556545
