id	taxid	organism_name	infraspecific_name	file	ncbi_taxid	kingdom	phylum	class	order	family	genus	species
GCF_900167525.1	526729	Krasilnikoviella flava	strain=DSM 21481	models/k/krasilnikoviella/Krasilnikoviella_flava_DSM_21481.xml.gz	526729	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Cellulomonadaceae	g__Isoptericola	s__Isoptericola flava
GCF_001433995.1	1302272	Lactobacillus kimchicus JCM 15530	strain=JCM 15530	models/l/lactobacillus/Lactobacillus_kimchicus_JCM_15530.xml.gz	1302272	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Secundilactobacillus	s__Secundilactobacillus kimchicus
GCF_001305595.1	528244	Azospirillum thiophilum	strain=BV-S	models/a/azospirillum/Azospirillum_thiophilum_BV_S.xml.gz	528244	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Azospirillales	f__Azospirillaceae	g__Azospirillum	s__Azospirillum thiophilum
GCF_900156785.1	529505	Belliella pelovolcani	strain=DSM 46698	models/b/belliella/Belliella_pelovolcani_DSM_46698.xml.gz	529505	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__Belliella	s__Belliella pelovolcani
GCF_900115705.1	529704	Frateuria terrea	strain=CGMCC 1.7053	models/f/frateuria/Frateuria_terrea_CGMCC_1_7053.xml.gz	529704	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Rhodanobacteraceae	g__Frateuria_A	s__Frateuria_A terrea
GCF_000974765.1	1219043	Sphingomonas changbaiensis NBRC 104936	strain=NBRC 104936	models/s/sphingomonas/Sphingomonas_changbaiensis_NBRC_104936.xml.gz	1219043	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas_B	s__Sphingomonas_B changbaiensis
GCF_000699505.1	529884	Rhodoluna lacicola	strain=MWH-Ta8	models/r/rhodoluna/Rhodoluna_lacicola_MWH_Ta8.xml.gz	529884	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Microbacteriaceae	g__Rhodoluna	s__Rhodoluna lacicola
GCF_002240355.1	530584	Prauserella marina	strain=DSM 45268	models/p/prauserella/Prauserella_marina_DSM_45268.xml.gz	530584	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Pseudonocardiaceae	g__Saccharomonospora	s__Saccharomonospora marina_A
GCF_900167435.1	1122192	Marinactinospora thermotolerans DSM 45154	strain=DSM 45154	models/m/marinactinospora/Marinactinospora_thermotolerans_DSM_45154.xml.gz	1122192	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Streptosporangiales	f__Streptosporangiaceae	g__Marinactinospora	s__Marinactinospora thermotolerans
GCF_000230555.1	1082931	Pelagibacterium halotolerans B2	strain=B2	models/p/pelagibacterium/Pelagibacterium_halotolerans_B2.xml.gz	1082931	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Devosiaceae	g__Pelagibacterium	s__Pelagibacterium halotolerans
GCF_900111195.1	531814	Gracilibacillus ureilyticus	strain=CGMCC 1.7727	models/g/gracilibacillus/Gracilibacillus_ureilyticus_CGMCC_1_7727.xml.gz	531814	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_D	f__Amphibacillaceae	g__Gracilibacillus	s__Gracilibacillus ureilyticus
GCF_000373925.1	1120950	Actinopolymorpha alba DSM 45243	strain=DSM 45243	models/a/actinopolymorpha/Actinopolymorpha_alba_DSM_45243.xml.gz	1120950	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Propionibacteriales	f__Actinopolymorphaceae	g__Actinopolymorpha	s__Actinopolymorpha alba
GCF_900177325.1	536018	Mesorhizobium australicum	strain=B5P	models/m/mesorhizobium/Mesorhizobium_australicum_B5P.xml.gz	536018	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Mesorhizobium_A	s__Mesorhizobium_A australicum_A
GCF_900129465.1	536979	Chitinophaga niabensis	strain=DSM 24787	models/c/chitinophaga/Chitinophaga_niabensis_DSM_24787.xml.gz	536979	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Chitinophaga	s__Chitinophaga niabensis_A
GCF_001696535.1	538381	Stappia indica	strain=SBBC 49	models/s/stappia/Stappia_indica_SBBC_49.xml.gz	538381	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Stappiaceae	g__Stappia	s__Stappia indica
GCF_001270065.1	1293045	Limnohabitans planktonicus II-D5	strain=II-D5	models/l/limnohabitans/Limnohabitans_planktonicus_II_D5.xml.gz	1293045	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Limnohabitans_A	s__Limnohabitans_A planktonicus
GCF_000378125.1	1123073	Rudaea cellulosilytica DSM 22992	strain=DSM 22992	models/r/rudaea/Rudaea_cellulosilytica_DSM_22992.xml.gz	1123073	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Rhodanobacteraceae	g__Rudaea	s__Rudaea cellulosilytica
GCF_001441635.1	540747	Roseovarius indicus	strain=B108	models/r/roseovarius/Roseovarius_indicus_B108.xml.gz	540747	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Roseovarius	s__Roseovarius indicus
GCF_000421625.1	1123389	Thermus islandicus DSM 21543	strain=DSM 21543	models/t/thermus/Thermus_islandicus_DSM_21543.xml.gz	1123389	d__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Thermaceae	g__Thermus	s__Thermus islandicus
GCF_000379425.1	1121363	Corynebacterium lubricantis DSM 45231	strain=DSM 45231	models/c/corynebacterium/Corynebacterium_lubricantis_DSM_45231.xml.gz	1121363	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__Corynebacterium lubricantis
GCF_001553935.1	544580	Actinomyces oris	strain=T14V	models/a/actinomyces/Actinomyces_oris_T14V.xml.gz	544580	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces	s__Actinomyces oris
GCF_000466245.1	1321818	Actinomyces johnsonii F0542	strain=F0542	models/a/actinomyces/Actinomyces_johnsonii_F0542.xml.gz	1321818	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces	s__Actinomyces johnsonii
GCF_000379665.1	1121129	Butyricimonas synergistica DSM 23225	strain=DSM 23225	models/b/butyricimonas/Butyricimonas_synergistica_DSM_23225.xml.gz	1121129	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinifilaceae	g__Butyricimonas	s__Butyricimonas synergistica
GCF_001695395.1	1032240	Arcobacter thereius LMG 24486	strain=LMG 24486	models/a/arcobacter/Arcobacter_thereius_LMG_24486.xml.gz	1032240	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Arcobacteraceae	g__Aliarcobacter	s__Aliarcobacter thereius
GCF_000382345.1	1122215	Massilia niastensis DSM 21313	strain=DSM 21313	models/m/massilia/Massilia_niastensis_DSM_21313.xml.gz	1122215	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Massilia	s__Massilia niastensis
GCF_001975025.1	545123	Streptomyces silaceus	strain=ACCC40021	models/s/streptomyces/Streptomyces_silaceus_ACCC40021.xml.gz	545123	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces silaceus
GCF_002088975.1	545261	Henriciella aquimarina	strain=LMG 24711	models/h/henriciella/Henriciella_aquimarina_LMG_24711.xml.gz	545261	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Hyphomonadaceae	g__Henriciella	s__Henriciella aquimarina
GCF_000821065.1	545501	Oceanobacillus oncorhynchi	strain=Oc5	models/o/oceanobacillus/Oceanobacillus_oncorhynchi_Oc5.xml.gz	545501	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_D	f__Amphibacillaceae	g__Oceanobacillus	s__Oceanobacillus oncorhynchi
GCF_000745125.1	1449340	Carnobacterium jeotgali MS3	strain=MS3	models/c/carnobacterium/Carnobacterium_jeotgali_MS3.xml.gz	1449340	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Carnobacterium_A	s__Carnobacterium_A jeotgali
GCF_000701465.1	1122933	Paraoerskovia marina DSM 21750	strain=DSM 21750	models/p/paraoerskovia/Paraoerskovia_marina_DSM_21750.xml.gz	1122933	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Cellulomonadaceae	g__Paraoerskovia	s__Paraoerskovia marina
GCF_900119165.1	546364	Amycolatopsis australiensis	strain=DSM 44671	models/a/amycolatopsis/Amycolatopsis_australiensis_DSM_44671.xml.gz	546364	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Pseudonocardiaceae	g__Amycolatopsis	s__Amycolatopsis australiensis
GCF_900105065.1	546871	Friedmanniella luteola	strain=DSM 21741	models/f/friedmanniella/Friedmanniella_luteola_DSM_21741.xml.gz	546871	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Propionibacteriales	f__Propionibacteriaceae	g__Friedmanniella	s__Friedmanniella luteola
GCF_900105785.1	546874	Friedmanniella sagamiharensis	strain=DSM 21743	models/f/friedmanniella/Friedmanniella_sagamiharensis_DSM_21743.xml.gz	546874	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Propionibacteriales	f__Propionibacteriaceae	g__Friedmanniella	s__Friedmanniella sagamiharensis
GCF_900112325.1	547162	Verrucosispora sediminis	strain=CGMCC 4.3550	models/v/verrucosispora/Verrucosispora_sediminis_CGMCC_4_3550.xml.gz	547162	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Micromonosporaceae	g__Micromonospora	s__Micromonospora sediminimaris
GCF_000284115.1	1142394	Phycisphaera mikurensis NBRC 102666	strain=NBRC 102666	models/p/phycisphaera/Phycisphaera_mikurensis_NBRC_102666.xml.gz	1142394	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Phycisphaerales	f__Phycisphaeraceae	g__Phycisphaera	s__Phycisphaera mikurensis
GCF_900100185.1	549003	Natribacillus halophilus	strain=DSM 21771	models/n/natribacillus/Natribacillus_halophilus_DSM_21771.xml.gz	549003	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_H	f__Marinococcaceae	g__Natribacillus	s__Natribacillus halophilus
GCF_000974785.1	1220578	Flavihumibacter petaseus NBRC 106054	strain=NBRC 106054	models/f/flavihumibacter/Flavihumibacter_petaseus_NBRC_106054.xml.gz	1220578	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Flavihumibacter	s__Flavihumibacter petaseus
GCF_002211785.1	549298	Francisella halioticida	strain=DSM 23729	models/f/francisella/Francisella_halioticida_DSM_23729.xml.gz	549298	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Francisellales	f__Francisellaceae	g__Francisella	s__Francisella halioticida
GCF_900102135.1	549386	Microvirga guangxiensis	strain=CGMCC 1.7666	models/m/microvirga/Microvirga_guangxiensis_CGMCC_1_7666.xml.gz	549386	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Microvirga	s__Microvirga guangxiensis
GCF_001636335.1	549687	Bacillus horneckiae	strain=FJAT-2351	models/b/bacillus/Bacillus_horneckiae_FJAT_2351.xml.gz	549687	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__DSM-18226	g__Cytobacillus	s__Cytobacillus horneckiae
GCF_900156305.1	550447	Edaphobacillus lindanitolerans	strain=MNA4	models/e/edaphobacillus/Edaphobacillus_lindanitolerans_MNA4.xml.gz	550447	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Bhargavaea	s__Bhargavaea lindanitolerans
GCF_002078015.1	550983	Niastella populi	strain=208	models/n/niastella/Niastella_populi_208.xml.gz	550983	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Niastella	s__Niastella populi
GCF_000620785.1	1123023	Pseudonocardia acaciae DSM 45401	strain=DSM 45401	models/p/pseudonocardia/Pseudonocardia_acaciae_DSM_45401.xml.gz	1123023	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Pseudonocardiaceae	g__Pseudonocardia	s__Pseudonocardia acaciae
GCF_900156685.1	551459	Chryseobacterium piscicola	strain=DSM 21068	models/c/chryseobacterium/Chryseobacterium_piscicola_DSM_21068.xml.gz	551459	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Chryseobacterium	s__Chryseobacterium piscicola
GCF_000025965.1	76114	Aromatoleum aromaticum EbN1	strain=EbN1	models/a/aromatoleum/Aromatoleum_aromaticum_EbN1.xml.gz	76114	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Aromatoleum	s__Aromatoleum aromaticum
GCF_000526435.1	1304880	Caldicoprobacter oshimai DSM 21659	strain=DSM 21659	models/c/caldicoprobacter/Caldicoprobacter_oshimai_DSM_21659.xml.gz	1304880	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Caldicoprobacterales	f__Caldicoprobacteraceae	g__Caldicoprobacter	s__Caldicoprobacter oshimai
GCF_900143065.1	551987	Duganella sacchari	strain=Sac-22	models/d/duganella/Duganella_sacchari_Sac_22.xml.gz	551987	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Duganella	s__Duganella sacchari
GCF_900107765.1	551991	Arachidicoccus rhizosphaerae	strain=Vu-144	models/a/arachidicoccus/Arachidicoccus_rhizosphaerae_Vu_144.xml.gz	551991	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Arachidicoccus	s__Arachidicoccus rhizosphaerae
GCF_900187985.1	551994	Methylobacillus rhizosphaerae	strain=Ca-68	models/m/methylobacillus/Methylobacillus_rhizosphaerae_Ca_68.xml.gz	551994	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Methylophilaceae	g__Methylobacillus	s__Methylobacillus rhizosphaerae
GCF_900110105.1	551995	Mucilaginibacter gossypiicola	strain=Gh-48	models/m/mucilaginibacter/Mucilaginibacter_gossypiicola_Gh_48.xml.gz	551995	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Mucilaginibacter	s__Mucilaginibacter gossypiicola
GCF_000423645.1	1123247	Sediminimonas qiaohouensis DSM 21189	strain=DSM 21189	models/s/sediminimonas/Sediminimonas_qiaohouensis_DSM_21189.xml.gz	1123247	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Sediminimonas	s__Sediminimonas qiaohouensis
GCF_000429045.1	1123229	Salinarimonas rosea DSM 21201	strain=DSM 21201	models/s/salinarimonas/Salinarimonas_rosea_DSM_21201.xml.gz	1123229	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Salinarimonas	s__Salinarimonas rosea
GCF_000963705.1	552518	Elstera litoralis	strain=Dia-1	models/e/elstera/Elstera_litoralis_Dia_1.xml.gz	552518	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Elsterales	f__Elsteraceae	g__Elstera	s__Elstera litoralis
GCF_000143165.1	552811	Dehalogenimonas lykanthroporepellens BL-DC-9	strain=BL-DC-9	models/d/dehalogenimonas/Dehalogenimonas_lykanthroporepellens_BL_DC_9.xml.gz	552811	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__Dehalococcoidales	f__Dehalococcoidaceae	g__Dehalogenimonas	s__Dehalogenimonas lykanthroporepellens
GCF_000374805.1	1121280	Chitiniphilus shinanonensis DSM 23277	strain=DSM 23277	models/c/chitiniphilus/Chitiniphilus_shinanonensis_DSM_23277.xml.gz	1121280	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Chitinibacteraceae	g__Chitiniphilus	s__Chitiniphilus shinanonensis
GCF_000410875.1	1323663	Pseudomonas pelagia CL-AP6	strain=CL-AP6	models/p/pseudomonas/Pseudomonas_pelagia_CL_AP6.xml.gz	1323663	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_D	s__Pseudomonas_D pelagia
GCF_001677275.1	553239	Vibrio breoganii	strain=FF50	models/v/vibrio/Vibrio_breoganii_FF50.xml.gz	553239	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Vibrionaceae	g__Vibrio	s__Vibrio breoganii
GCF_000272005.1	1195246	Alishewanella agri BL06	strain=BL06	models/a/alishewanella/Alishewanella_agri_BL06.xml.gz	1195246	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Alishewanella	s__Alishewanella agri
GCF_000591415.1	553385	Cobetia crustatorum	strain=JO1	models/c/cobetia/Cobetia_crustatorum_JO1.xml.gz	553385	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Halomonadaceae	g__Cobetia	s__Cobetia crustatorum
GCF_000334215.1	1238190	Halomonas jeotgali Hwa	strain=Hwa	models/h/halomonas/Halomonas_jeotgali_Hwa.xml.gz	1238190	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Halomonadaceae	g__Halomonas	s__Halomonas jeotgali
GCF_000950415.1	553611	Photobacterium leiognathi	strain=ATCC 25521	models/p/photobacterium/Photobacterium_leiognathi_ATCC_25521.xml.gz	553611	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Vibrionaceae	g__Photobacterium	s__Photobacterium leiognathi
GCF_001968835.1	554083	Tersicoccus phoenicis	strain=DSM 30849	models/t/tersicoccus/Tersicoccus_phoenicis_DSM_30849.xml.gz	554083	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Tersicoccus	s__Tersicoccus phoenicis
GCF_000312445.1	1204719	Phocaeicola abscessus CCUG 55929	strain=CCUG 55929	models/p/phocaeicola/Phocaeicola_abscessus_CCUG_55929.xml.gz	1204719	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola abscessus
GCF_000300875.1	555500	Galbibacter marinus	strain=ck-I2-15	models/g/galbibacter/Galbibacter_marinus_ck_I2_15.xml.gz	555500	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Galbibacter_B	s__Galbibacter_B marinus
GCF_900100085.1	555512	Citreicella marina	strain=DSM 26424	models/c/citreicella/Citreicella_marina_DSM_26424.xml.gz	555512	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Salipiger	s__Salipiger marinus
GCF_000298075.1	1189613	Staphylococcus massiliensis CCUG 55927	strain=CCUG 55927	models/s/staphylococcus/Staphylococcus_massiliensis_CCUG_55927.xml.gz	1189613	d__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus massiliensis
GCF_001887245.1	556325	Neomicrococcus aestuarii	strain=B18	models/n/neomicrococcus/Neomicrococcus_aestuarii_B18.xml.gz	556325	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Neomicrococcus	s__Neomicrococcus aestuarii
GCF_000426605.1	1122994	Propionibacterium acidifaciens DSM 21887	strain=DSM 21887	models/p/propionibacterium/Propionibacterium_acidifaciens_DSM_21887.xml.gz	1122994	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Propionibacteriales	f__Propionibacteriaceae	g__Propionibacterium	s__Propionibacterium acidifaciens
GCF_900100495.1	556533	Pseudomonas benzenivorans	strain=DSM 8628	models/p/pseudomonas/Pseudomonas_benzenivorans_DSM_8628.xml.gz	556533	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E benzenivorans
GCF_000428805.1	1121360	Corynebacterium freiburgense DSM 45254	strain=DSM 45254	models/c/corynebacterium/Corynebacterium_freiburgense_DSM_45254.xml.gz	1121360	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__Corynebacterium freiburgense
GCF_001045465.1	558151	Chryseobacterium angstadtii	strain=KM	models/c/chryseobacterium/Chryseobacterium_angstadtii_KM.xml.gz	558151	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Chryseobacterium	s__Chryseobacterium angstadtii
GCF_000737775.1	558152	Chryseobacterium piperi	strain=CTM	models/c/chryseobacterium/Chryseobacterium_piperi_CTM.xml.gz	558152	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Chryseobacterium	s__Chryseobacterium piperi
GCF_900141935.1	558155	Arenibacter nanhaiticus	strain=CGMCC 1.8863	models/a/arenibacter/Arenibacter_nanhaiticus_CGMCC_1_8863.xml.gz	558155	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Arenibacter	s__Arenibacter nanhaiticus
GCF_000224785.1	558169	Lentibacillus jeotgali	strain=Grbi	models/l/lentibacillus/Lentibacillus_jeotgali_Grbi.xml.gz	558169	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_D	f__Amphibacillaceae	g__Lentibacillus	s__Lentibacillus jeotgali
GCF_000330705.1	1235755	Salinicoccus carnicancri Crm	strain=Crm	models/s/salinicoccus/Salinicoccus_carnicancri_Crm.xml.gz	1235755	d__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Salinicoccaceae	g__Salinicoccus	s__Salinicoccus carnicancri
GCF_002086335.1	560555	Mycobacterium mantenii	strain=DSM 45255	models/m/mycobacterium/Mycobacterium_mantenii_DSM_45255.xml.gz	560555	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__Mycobacterium mantenii
GCF_900177625.1	561061	Sphingobacterium psychroaquaticum	strain=DSM 22418	models/s/sphingobacterium/Sphingobacterium_psychroaquaticum_DSM_22418.xml.gz	561061	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Sphingobacterium	s__Sphingobacterium psychroaquaticum
GCF_900113935.1	1121003	Aquamicrobium aerolatum DSM 21857	strain=DSM 21857	models/a/aquamicrobium/Aquamicrobium_aerolatum_DSM_21857.xml.gz	1121003	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Aquamicrobium_A	s__Aquamicrobium_A aerolatum
GCF_900101505.1	561184	Mameliella alba	strain=CGMCC 1.7290	models/m/mameliella/Mameliella_alba_CGMCC_1_7290.xml.gz	561184	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Mameliella	s__Mameliella alba
GCF_900167935.1	561365	Maribacter arcticus	strain=DSM 23546	models/m/maribacter/Maribacter_arcticus_DSM_23546.xml.gz	561365	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Maribacter	s__Maribacter arcticus
GCF_000772955.1	1384057	Lysinibacillus sinduriensis BLB-1 = JCM 15800	strain=JCM 15800	models/l/lysinibacillus/Lysinibacillus_sinduriensis_BLB_1_JCM_15800.xml.gz	1384057	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Ureibacillus	s__Ureibacillus sinduriensis
GCF_900177735.1	561720	Dethiosulfovibrio salsuginis	strain=USBA 82	models/d/dethiosulfovibrio/Dethiosulfovibrio_salsuginis_USBA_82.xml.gz	561720	d__Bacteria	p__Synergistota	c__Synergistia	o__Synergistales	f__Dethiosulfovibrionaceae	g__Dethiosulfovibrio	s__Dethiosulfovibrio salsuginis
GCF_000429485.1	1120969	Aliagarivorans marinus DSM 23064	strain=DSM 23064	models/a/aliagarivorans/Aliagarivorans_marinus_DSM_23064.xml.gz	1120969	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Celerinatantimonadaceae	g__Aliagarivorans	s__Aliagarivorans marinus
GCF_900103285.1	563176	Siphonobacter aquaeclarae	strain=DSM 21668	models/s/siphonobacter/Siphonobacter_aquaeclarae_DSM_21668.xml.gz	563176	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Spirosomaceae	g__Siphonobacter	s__Siphonobacter aquaeclarae
GCF_000732535.1	1304275	Salinisphaera hydrothermalis C41B8	strain=C41B8	models/s/salinisphaera/Salinisphaera_hydrothermalis_C41B8.xml.gz	1304275	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Nevskiales	f__Salinisphaeraceae	g__Salinisphaera	s__Salinisphaera hydrothermalis
GCF_001619955.1	563996	Sphingomonas hankookensis	strain=CN3	models/s/sphingomonas/Sphingomonas_hankookensis_CN3.xml.gz	563996	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas hankookensis
GCF_002067135.1	564064	Spirosoma rigui	strain=KCTC 12531	models/s/spirosoma/Spirosoma_rigui_KCTC_12531.xml.gz	564064	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Spirosomaceae	g__Spirosoma	s__Spirosoma rigui
GCF_900142385.1	564117	Marinobacter antarcticus	strain=CGMCC 1.10835	models/m/marinobacter/Marinobacter_antarcticus_CGMCC_1_10835.xml.gz	564117	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Oleiphilaceae	g__Marinobacter	s__Marinobacter antarcticus_A
GCF_900107025.1	564137	Roseicitreum antarcticum	strain=CGMCC 1.8894	models/r/roseicitreum/Roseicitreum_antarcticum_CGMCC_1_8894.xml.gz	564137	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Roseicitreum	s__Roseicitreum antarcticum
GCF_002086115.1	564198	Mycobacterium bacteremicum	strain=DSM 45578	models/m/mycobacterium/Mycobacterium_bacteremicum_DSM_45578.xml.gz	564198	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__Mycobacterium bacteremicum
